PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.CellularComponent	PG.BiologicalProcess	PG.MolecularFunction	PG.Completeness	[1] AST_260331_115.raw.PG.NrOfStrippedSequencesUsedForQuantification	[2] AST_260331_116.raw.PG.NrOfStrippedSequencesUsedForQuantification	[3] AST_260331_117.raw.PG.NrOfStrippedSequencesUsedForQuantification	[4] AST_260331_118.raw.PG.NrOfStrippedSequencesUsedForQuantification	[5] AST_260331_119.raw.PG.NrOfStrippedSequencesUsedForQuantification	[6] AST_260331_120.raw.PG.NrOfStrippedSequencesUsedForQuantification	[7] AST_260331_121.raw.PG.NrOfStrippedSequencesUsedForQuantification	[8] AST_260331_125.raw.PG.NrOfStrippedSequencesUsedForQuantification	[9] AST_260331_126.raw.PG.NrOfStrippedSequencesUsedForQuantification	[10] AST_260331_127.raw.PG.NrOfStrippedSequencesUsedForQuantification	[11] AST_260331_128.raw.PG.NrOfStrippedSequencesUsedForQuantification	[12] AST_260331_129.raw.PG.NrOfStrippedSequencesUsedForQuantification	[13] AST_260331_130.raw.PG.NrOfStrippedSequencesUsedForQuantification	[14] AST_260331_131.raw.PG.NrOfStrippedSequencesUsedForQuantification	[15] AST_260331_134.raw.PG.NrOfStrippedSequencesUsedForQuantification	[16] AST_260331_135.raw.PG.NrOfStrippedSequencesUsedForQuantification	[17] AST_260331_136.raw.PG.NrOfStrippedSequencesUsedForQuantification	[18] AST_260331_137.raw.PG.NrOfStrippedSequencesUsedForQuantification	[19] AST_260331_138.raw.PG.NrOfStrippedSequencesUsedForQuantification	[20] AST_260331_139.raw.PG.NrOfStrippedSequencesUsedForQuantification	[21] AST_260331_140.raw.PG.NrOfStrippedSequencesUsedForQuantification	[22] AST_260331_142.raw.PG.NrOfStrippedSequencesUsedForQuantification	[23] AST_260331_143.raw.PG.NrOfStrippedSequencesUsedForQuantification	[24] AST_260331_144.raw.PG.NrOfStrippedSequencesUsedForQuantification	[25] AST_260331_148.raw.PG.NrOfStrippedSequencesUsedForQuantification	[26] AST_260331_149.raw.PG.NrOfStrippedSequencesUsedForQuantification	[27] AST_260331_152.raw.PG.NrOfStrippedSequencesUsedForQuantification	[28] AST_260331_153.raw.PG.NrOfStrippedSequencesUsedForQuantification	[29] AST_260331_157.raw.PG.NrOfStrippedSequencesUsedForQuantification	[30] AST_260331_158.raw.PG.NrOfStrippedSequencesUsedForQuantification	[31] AST_260331_161.raw.PG.NrOfStrippedSequencesUsedForQuantification	[32] AST_260331_162.raw.PG.NrOfStrippedSequencesUsedForQuantification	[33] AST_260331_163.raw.PG.NrOfStrippedSequencesUsedForQuantification	[34] AST_260331_164.raw.PG.NrOfStrippedSequencesUsedForQuantification	[35] AST_260331_165.raw.PG.NrOfStrippedSequencesUsedForQuantification	[36] AST_260331_166.raw.PG.NrOfStrippedSequencesUsedForQuantification	[37] AST_260331_167.raw.PG.NrOfStrippedSequencesUsedForQuantification	[38] AST_260407_008.raw.PG.NrOfStrippedSequencesUsedForQuantification	[39] AST_260407_009.raw.PG.NrOfStrippedSequencesUsedForQuantification	[40] AST_260407_010.raw.PG.NrOfStrippedSequencesUsedForQuantification	[41] AST_260407_011.raw.PG.NrOfStrippedSequencesUsedForQuantification	[42] AST_260407_012.raw.PG.NrOfStrippedSequencesUsedForQuantification	[43] AST_260407_014.raw.PG.NrOfStrippedSequencesUsedForQuantification	[44] AST_260407_015.raw.PG.NrOfStrippedSequencesUsedForQuantification	[45] AST_260407_016.raw.PG.NrOfStrippedSequencesUsedForQuantification	[46] AST_260407_017.raw.PG.NrOfStrippedSequencesUsedForQuantification	[47] AST_260407_018.raw.PG.NrOfStrippedSequencesUsedForQuantification	[48] AST_260407_019.raw.PG.NrOfStrippedSequencesUsedForQuantification	[1] AST_260331_115.raw.PG.MS2Quantity	[2] AST_260331_116.raw.PG.MS2Quantity	[3] AST_260331_117.raw.PG.MS2Quantity	[4] AST_260331_118.raw.PG.MS2Quantity	[5] AST_260331_119.raw.PG.MS2Quantity	[6] AST_260331_120.raw.PG.MS2Quantity	[7] AST_260331_121.raw.PG.MS2Quantity	[8] AST_260331_125.raw.PG.MS2Quantity	[9] AST_260331_126.raw.PG.MS2Quantity	[10] AST_260331_127.raw.PG.MS2Quantity	[11] AST_260331_128.raw.PG.MS2Quantity	[12] AST_260331_129.raw.PG.MS2Quantity	[13] AST_260331_130.raw.PG.MS2Quantity	[14] AST_260331_131.raw.PG.MS2Quantity	[15] AST_260331_134.raw.PG.MS2Quantity	[16] AST_260331_135.raw.PG.MS2Quantity	[17] AST_260331_136.raw.PG.MS2Quantity	[18] AST_260331_137.raw.PG.MS2Quantity	[19] AST_260331_138.raw.PG.MS2Quantity	[20] AST_260331_139.raw.PG.MS2Quantity	[21] AST_260331_140.raw.PG.MS2Quantity	[22] AST_260331_142.raw.PG.MS2Quantity	[23] AST_260331_143.raw.PG.MS2Quantity	[24] AST_260331_144.raw.PG.MS2Quantity	[25] AST_260331_148.raw.PG.MS2Quantity	[26] AST_260331_149.raw.PG.MS2Quantity	[27] AST_260331_152.raw.PG.MS2Quantity	[28] AST_260331_153.raw.PG.MS2Quantity	[29] AST_260331_157.raw.PG.MS2Quantity	[30] AST_260331_158.raw.PG.MS2Quantity	[31] AST_260331_161.raw.PG.MS2Quantity	[32] AST_260331_162.raw.PG.MS2Quantity	[33] AST_260331_163.raw.PG.MS2Quantity	[34] AST_260331_164.raw.PG.MS2Quantity	[35] AST_260331_165.raw.PG.MS2Quantity	[36] AST_260331_166.raw.PG.MS2Quantity	[37] AST_260331_167.raw.PG.MS2Quantity	[38] AST_260407_008.raw.PG.MS2Quantity	[39] AST_260407_009.raw.PG.MS2Quantity	[40] AST_260407_010.raw.PG.MS2Quantity	[41] AST_260407_011.raw.PG.MS2Quantity	[42] AST_260407_012.raw.PG.MS2Quantity	[43] AST_260407_014.raw.PG.MS2Quantity	[44] AST_260407_015.raw.PG.MS2Quantity	[45] AST_260407_016.raw.PG.MS2Quantity	[46] AST_260407_017.raw.PG.MS2Quantity	[47] AST_260407_018.raw.PG.MS2Quantity	[48] AST_260407_019.raw.PG.MS2Quantity
77940.66	Q12429	DPH6	Diphthine--ammonia ligase	29	cytoplasm	peptidyl-diphthamide biosynthetic process from peptidyl-histidine	diphthine-ammonia ligase activity	100	17	17	18	17	21	17	18	15	19	17	15	20	18	18	16	20	19	20	17	18	17	16	15	18	14	16	16	18	15	15	16	16	14	17	14	18	15	18	16	18	17	17	21	16	15	18	22	20	3342.002685546875	3384.097900390625	3832.97705078125	4427.14501953125	3055.708251953125	3120.417724609375	3217.7451171875	2878.754150390625	3800.682861328125	4898.72998046875	3114.15673828125	3052.701904296875	3256.15234375	3691.27294921875	2986.722412109375	3606.8212890625	4619.04931640625	3188.773681640625	3164.724365234375	3160.314208984375	3881.9453125	2659.540771484375	2402.966064453125	2499.2158203125	2765.3037109375	2708.336181640625	2451.103759765625	2559.80224609375	2640.734619140625	2740.8037109375	2430.807861328125	2571.13427734375	2980.381103515625	2492.01025390625	2595.787109375	2681.463134765625	3014.965576171875	3133.04248046875	1868.716796875	3371.061279296875	2659.138427734375	2428.069580078125	2533.997802734375	2602.046142578125	2401.186279296875	2683.63720703125	3583.6611328125	2630.783203125
12404.46	Q12431	EMC6	ER membrane protein complex subunit 6	2	ER membrane protein complex,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,membrane	autophagosome assembly,phospholipid metabolic process,phospholipid transport,protein folding in endoplasmic reticulum,protein insertion into ER membrane by stop-transfer membrane-anchor sequence	membrane insertase activity,molecular_function	100	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	236.62283325195312	308.9270935058594	553.38037109375	494.96710205078125	358.0640563964844	495.25897216796875	459.4530029296875	230.85035705566406	238.93177795410156	321.3487548828125	336.943603515625	244.33387756347656	341.69232177734375	299.4517517089844	242.86541748046875	295.7574462890625	496.51385498046875	251.06690979003906	334.4721374511719	417.0417785644531	505.5908508300781	573.8697509765625	377.59002685546875	334.8280334472656	794.6947021484375	712.2167358398438	279.89581298828125	295.0615234375	722.0902099609375	799.3916015625	249.93128967285156	827.6602172851562	853.4191284179688	778.758056640625	740.5325317382812	499.8852233886719	517.32275390625	653.8262939453125	758.4226684570312	555.8974609375	602.4568481445312	820.0917358398438	621.7800903320312	672.6376953125	419.16754150390625	602.5145874023438	234.05528259277344	574.4451904296875
45203.43	Q12432	EAF3	Chromatin modification-related protein EAF3	19	nucleus,histone acetyltransferase complex,Rpd3S complex,NuA4 histone acetyltransferase complex,H4 histone acetyltransferase complex	negative regulation of transcription from RNA polymerase II promoter,DNA repair,chromatin organization,nucleosome assembly,DNA replication-dependent nucleosome assembly,nucleosome disassembly,chromatin remodeling,transcription, DNA-templated,regulation of transcription, DNA-templated,regulation of transcription from RNA polymerase II promoter,transcription elongation from RNA polymerase II promoter,regulation of DNA-dependent DNA replication initiation,positive regulation of transcription elongation from RNA polymerase II promoter,regulation of RNA stability,negative regulation of transcription, DNA-templated,negative regulation of antisense RNA transcription	protein binding,Requires Ontology,promoter-specific chromatin binding	100	13	14	15	11	14	13	12	15	13	14	12	13	12	15	12	12	12	15	14	13	14	11	13	12	13	12	12	11	12	12	14	14	11	11	14	12	13	12	14	13	14	14	15	15	15	16	15	16	2649.675048828125	3330.319580078125	2781.617919921875	2867.466796875	3164.391845703125	3475.821533203125	3293.69873046875	3570.109130859375	2873.899169921875	2371.501708984375	3363.404296875	3339.327392578125	3374.846435546875	3070.684326171875	3347.435302734375	3007.64404296875	2326.78125	3349.11865234375	3067.8798828125	3214.03271484375	2898.319091796875	3094.482421875	3670.058837890625	3589.646240234375	4202.07177734375	3625.01904296875	3545.1298828125	3792.47509765625	4194.3642578125	3469.18994140625	3477.098388671875	3548.914306640625	3408.906494140625	4129.677734375	4063.62255859375	4135.5185546875	3673.52978515625	2617.635986328125	3188.496826171875	2862.883056640625	3394.531982421875	3288.05615234375	4055.154052734375	3566.6669921875	4122.66064453125	4161.66357421875	2946.64111328125	4050.3408203125
63868.65	Q12433	AHC1	Protein AHC1	12	nucleus,cytoplasm,Requires Ontology	chromatin remodeling,regulation of transcription from RNA polymerase II promoter,replication-born double-strand break repair via sister chromatid exchange	histone acetyltransferase activity,protein binding	89.6	3	7	0	3	5	7	5	6	3	0	5	5	6	4	5	4	3	5	5	4	0	3	6	5	5	5	5	5	5	4	6	5	0	5	5	5	5	5	0	5	5	5	9	5	6	8	5	8	322.7627868652344	477.65679931640625	NaN	323.5624694824219	470.74639892578125	488.18304443359375	458.3354187011719	670.3887939453125	228.54200744628906	NaN	370.4695739746094	424.1353759765625	411.3479309082031	300.0156555175781	553.2190551757812	224.968017578125	163.87692260742188	357.96099853515625	385.87310791015625	394.2749328613281	NaN	269.3262023925781	522.9548950195312	384.5575256347656	608.2736206054688	412.6856994628906	440.1059875488281	364.1699523925781	678.9690551757812	296.0935974121094	478.002685546875	348.4408264160156	NaN	609.8515625	616.8141479492188	590.7608642578125	307.9510498046875	282.6452331542969	NaN	320.25970458984375	252.7952423095703	306.4815979003906	595.9339599609375	368.34930419921875	629.8883666992188	639.072509765625	256.80157470703125	543.08935546875
23138.23	Q12434	RDI1	Rho GDP-dissociation inhibitor	10	cytosol,membrane,cytoplasm,plasma membrane,cellular bud tip,cellular bud neck	actin filament organization,Rho protein signal transduction,regulation of vacuole fusion, non-autophagic	GDP-dissociation inhibitor activity,Rho GDP-dissociation inhibitor activity,protein binding	100	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	9	8	8	8	8	8	9	10	9	9	8	8	8	8	8	8	8	23125.306640625	27934.275390625	24690.048828125	27168.8515625	25414.66796875	25860.041015625	24533.13671875	28769.689453125	26453.359375	29816.0390625	26798.373046875	26270.41015625	25380.576171875	26862.25390625	29187.259765625	27008.705078125	29228.44921875	27274.84375	26548.033203125	24903.662109375	25533.779296875	27217.349609375	32834.09375	30814.765625	31073.275390625	28840.751953125	31415.658203125	31090.064453125	33096.98828125	28959.052734375	29670.845703125	28606.1875	30897.55859375	31159.37890625	30160.71875	31089.572265625	28942.427734375	25968.90234375	31445.806640625	24751.802734375	31320.0078125	29617.029296875	32210.12109375	29552.65625	33352.46484375	31925.9609375	26562.015625	33126.37109375
46362.99	Q12436	ZRT2	Zinc-regulated transporter 2	8	plasma membrane,endoplasmic reticulum,membrane	metal ion transport,transmembrane transport,zinc II ion transmembrane transport,zinc II ion transmembrane import	low-affinity zinc ion transmembrane transporter activity,zinc ion transmembrane transporter activity,zinc ion binding,cation transmembrane transporter activity,metal ion transmembrane transporter activity	85.4	1	1	0	0	5	5	3	0	1	0	5	5	6	3	2	2	0	6	5	4	0	5	4	8	5	8	5	6	5	7	5	5	5	5	5	5	7	0	4	2	6	6	5	5	5	5	2	5	164.90615844726562	138.0681915283203	NaN	NaN	421.60968017578125	313.4755554199219	294.1255187988281	NaN	108.42575073242188	NaN	354.34832763671875	285.5106201171875	331.9855041503906	183.9547576904297	229.91383361816406	157.30821228027344	NaN	467.6629638671875	365.2208557128906	371.6517028808594	NaN	578.6229248046875	505.1920471191406	1225.7427978515625	658.0722045898438	1518.1580810546875	525.264892578125	1117.9754638671875	639.5613403320312	1720.659423828125	481.8232421875	536.2635498046875	552.938232421875	541.7782592773438	616.982177734375	765.6884765625	1529.6376953125	NaN	310.7182312011719	124.98768615722656	529.289794921875	969.5475463867188	587.476806640625	879.5529174804688	539.3977661132812	634.6258544921875	175.6982421875	671.4337768554688
25783.28	Q12438	GRX6	Monothiol glutaredoxin-6	9	fungal-type vacuole,cytoplasm,Golgi lumen,cis-Golgi network,vacuole,endoplasmic reticulum membrane,Golgi apparatus,membrane	cellular iron ion homeostasis,iron-sulfur cluster assembly,cellular response to oxidative stress,cellular oxidant detoxification	glutathione-disulfide reductase activity,iron ion binding,glutathione disulfide oxidoreductase activity,2 iron, 2 sulfur cluster binding	100	5	7	5	7	6	6	7	7	8	5	7	8	9	5	5	6	6	7	7	8	6	5	6	5	7	5	9	7	7	5	6	7	6	5	9	6	7	8	8	7	6	5	8	7	6	8	7	8	1883.213134765625	1966.58642578125	2152.37158203125	2713.163330078125	2406.017578125	2612.78125	1963.527099609375	1996.6463623046875	2117.51416015625	2631.538330078125	2812.806640625	2336.993408203125	2234.722412109375	2764.7373046875	1995.0146484375	2507.10302734375	2947.159912109375	2390.631591796875	2397.193115234375	2624.57373046875	2480.82763671875	2907.360595703125	2765.2021484375	2243.62548828125	2831.714599609375	2398.423095703125	2350.87744140625	2155.301513671875	2759.779052734375	1817.99658203125	2544.40234375	1793.3780517578125	2100.284912109375	2962.462646484375	2510.400146484375	2838.07568359375	2145.540771484375	1759.467041015625	2053.19189453125	1990.231689453125	2344.065185546875	2260.90185546875	2839.6025390625	2386.1083984375	3260.5400390625	2977.8447265625	2844.1396484375	2641.214111328125
99977.88	Q12440	APC2	Anaphase-promoting complex subunit 2	24	nucleus,cytoplasm,anaphase-promoting complex	metaphase/anaphase transition of mitotic cell cycle,regulation of mitotic cell cycle,exit from mitosis,protein ubiquitination,anaphase-promoting complex-dependent catabolic process,regulation of meiotic cell cycle,protein K11-linked ubiquitination,positive regulation of mitotic actomyosin contractile ring contraction	ubiquitin protein ligase activity,protein binding	100	5	5	5	9	5	5	5	6	5	5	5	5	5	7	5	8	8	5	6	5	6	6	7	5	5	5	5	5	11	5	5	7	7	7	6	5	9	8	6	7	12	9	9	10	8	9	7	9	276.2722473144531	241.62884521484375	301.827392578125	269.1272277832031	358.99224853515625	270.9582214355469	335.3531799316406	224.1117401123047	370.4185485839844	208.64218139648438	333.5726318359375	252.35877990722656	351.35845947265625	440.48480224609375	251.43185424804688	426.5702819824219	324.9834289550781	334.6959533691406	366.3065490722656	356.7463073730469	287.9344787597656	322.3499450683594	332.1827697753906	308.2106018066406	400.578369140625	417.98419189453125	240.55442810058594	323.38958740234375	398.3214111328125	441.9269714355469	353.07647705078125	360.8971252441406	351.8616638183594	419.2957458496094	425.0763854980469	450.5561218261719	341.7196044921875	324.7910461425781	299.347900390625	297.0090637207031	349.5760803222656	453.1661376953125	389.51708984375	397.54132080078125	387.8720703125	426.18035888671875	373.12567138671875	327.22406005859375
49186.65	Q12441	TY1A-DR3	Transposon Ty1-DR3 Gag polyprotein	1	cytoplasm		RNA binding	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
36278.78	Q12442	IZH2	ADIPOR-like receptor IZH2	5	fungal-type vacuole,plasma membrane,membrane	negative regulation of transcription from RNA polymerase II promoter,cellular zinc ion homeostasis,response to toxic substance	protein binding,signaling receptor activity	87.5	4	4	3	4	3	4	4	5	5	4	3	4	4	5	4	3	4	4	4	5	4	2	2	3	2	2	3	3	0	2	2	1	2	2	1	0	1	2	0	4	4	3	2	4	0	0	5	0	456.0039367675781	451.2415771484375	597.7083740234375	664.0982666015625	490.3605041503906	394.4658203125	370.9715270996094	545.5794677734375	455.2911376953125	656.4607543945312	398.96197509765625	464.4717102050781	396.1426086425781	541.5872192382812	509.1087341308594	522.4755859375	745.9498291015625	378.6354675292969	421.01141357421875	424.28076171875	542.3703002929688	450.2468566894531	308.3677978515625	350.27667236328125	199.7991180419922	342.39813232421875	296.1149597167969	437.10406494140625	NaN	193.07012939453125	245.4386444091797	176.5122833251953	382.4038391113281	196.41119384765625	155.9662628173828	NaN	309.7464599609375	343.65557861328125	NaN	475.5047912597656	406.9281311035156	479.61566162109375	127.4354248046875	476.7498779296875	NaN	NaN	462.85101318359375	NaN
44359.02	Q12443	RTN2	Reticulon-like protein 2	17	nucleus,cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,cortical endoplasmic reticulum,endoplasmic reticulum tubular network,cell periphery	ER-dependent peroxisome organization,response to endoplasmic reticulum stress,endoplasmic reticulum inheritance,endoplasmic reticulum tubular network organization,endoplasmic reticulum tubular network maintenance	molecular_function,protein binding	100	12	15	8	4	15	12	13	15	5	4	13	14	11	4	15	6	7	12	13	12	7	6	15	15	14	15	13	12	15	15	14	15	13	15	15	15	14	10	16	13	14	9	14	13	15	14	7	15	3534.517822265625	8593.7001953125	1924.8492431640625	1875.9429931640625	4072.406494140625	3490.502197265625	4056.39501953125	8814.2294921875	1576.947265625	2645.91455078125	4000.49560546875	4161.7724609375	4579.2763671875	1305.4324951171875	8699.1962890625	1776.90283203125	2915.4833984375	4312.90478515625	3758.742431640625	3948.371337890625	1529.1748046875	1975.3887939453125	5250.60107421875	7868.708984375	10573.173828125	9392.70703125	5054.33251953125	6468.21875	11921.0107421875	10924.810546875	5164.068359375	8803.4169921875	7698.53369140625	15309.375	13975.8310546875	13304.5693359375	11684.97265625	3422.123291015625	8755.1650390625	3116.58154296875	7884.84130859375	2521.804443359375	13230.58203125	3255.281494140625	11928.4501953125	13560.6923828125	1768.03125	11278.23828125
34232.3	Q12445	POM34	Nucleoporin POM34	11	nuclear outer membrane,nuclear envelope,nuclear membrane,nuclear periphery,nuclear pore,nuclear pore transmembrane ring	protein import into nucleus,nucleocytoplasmic transport,nuclear pore organization,spindle pole body duplication	structural constituent of nuclear pore	100	6	6	5	3	7	7	7	7	5	1	7	7	7	7	5	5	3	8	7	8	7	5	6	6	6	6	5	5	5	7	8	4	4	6	6	6	5	6	6	6	5	7	8	5	8	6	7	6	1026.8897705078125	1088.802490234375	681.206787109375	320.8185119628906	1469.32421875	1551.195068359375	1560.026123046875	1095.1898193359375	505.9642333984375	467.0303955078125	1524.61572265625	1265.3944091796875	1495.3453369140625	1142.1519775390625	964.92919921875	669.8406982421875	628.2665405273438	1522.1978759765625	1424.4639892578125	1411.59619140625	925.9593505859375	779.8326416015625	849.117431640625	790.4358520507812	1103.58154296875	1315.19287109375	1045.00390625	805.299560546875	1099.6962890625	1290.816650390625	1029.2718505859375	778.9724731445312	514.9632568359375	1077.8641357421875	1068.534423828125	1207.9608154296875	999.5352172851562	1097.57275390625	844.8898315429688	1328.676025390625	695.2138061523438	1200.03857421875	1146.4759521484375	1070.263427734375	994.991455078125	1126.395263671875	1179.0340576171875	1027.1640625
67571.73	Q12446	LAS17	Proline-rich protein LAS17	19	cytoplasm,actin cortical patch,mating projection tip,Requires Ontology	actin filament organization,actin filament polymerization,regulation of actin filament polymerization,positive regulation of actin filament bundle assembly,regulation of Arp2/3 complex-mediated actin nucleation,actin nucleation,actin cortical patch localization,positive regulation of Arp2/3 complex-mediated actin nucleation	actin binding,protein binding,small GTPase binding,Arp2/3 complex binding	100	13	11	12	11	14	13	14	15	11	12	14	16	15	14	13	12	16	12	13	17	15	10	13	13	14	14	10	13	12	15	14	15	13	13	13	14	15	13	12	12	11	14	12	12	13	12	14	11	4835.98876953125	4308.2109375	4654.10595703125	4618.72705078125	4448.66064453125	4642.048828125	5050.59130859375	4448.36474609375	4264.12353515625	6601.9677734375	4401.70556640625	4582.9775390625	4550.13037109375	5054.2001953125	4175.3515625	4107.6552734375	6034.79345703125	4428.1552734375	4229.9677734375	4456.17822265625	4918.37548828125	4207.76123046875	4190.5029296875	4345.08349609375	4540.08056640625	4804.12890625	3878.511962890625	4065.270751953125	4712.64794921875	4643.6357421875	4401.54931640625	4711.89208984375	4590.51171875	4945.50244140625	4685.34765625	4888.65869140625	4540.2822265625	4031.516357421875	4143.03271484375	4115.12158203125	4373.6982421875	4400.0654296875	4557.21044921875	4408.08740234375	4532.51611328125	4323.703125	4145.20263671875	4461.39990234375
21947.42	Q12447	PAA1	Polyamine N-acetyltransferase 1	15	cytoplasm	chromatin organization	aralkylamine N-acetyltransferase activity,diamine N-acetyltransferase activity,protein binding,N-acetyltransferase activity,transferase activity, transferring acyl groups other than amino-acyl groups	100	15	15	15	14	15	14	13	15	15	12	14	15	14	14	15	15	14	15	15	15	13	14	15	15	14	14	14	15	15	14	15	15	14	14	14	13	14	15	15	15	15	14	15	14	15	15	15	15	53621.4375	67611.734375	52446.1953125	54217.953125	58312.48046875	56357.578125	57494.2265625	72068.953125	54239.50390625	50580.48046875	59462.6015625	56695.1796875	59675.69140625	51750.921875	69059.765625	55722.77734375	50447.8984375	59738.703125	59728.90625	59661.2109375	53244.62109375	60125.78125	67277.2578125	63683.1171875	61702.2734375	62815.62109375	67575.3828125	59891.12109375	62265.90234375	61366.41015625	64444.890625	63122.265625	60219.9296875	62921.34375	62068.06640625	64221.1171875	64882.68359375	56428.125	60784.98828125	55874.5703125	51826.91015625	58239.73828125	62050.890625	57833.9609375	58199.1875	59072.71875	48905.83203125	61541.98046875
39435.53	Q12449	AHA1	Hsp90 co-chaperone AHA1	22	cytosol,nucleus,cytoplasm	protein import into nucleus,protein folding	ATPase activator activity,protein binding,chaperone binding	100	18	19	19	17	19	18	17	19	20	17	20	20	20	19	20	20	17	20	20	19	18	20	19	21	20	18	18	20	19	19	20	20	19	20	19	18	19	19	21	19	20	19	21	19	20	21	21	21	48703.8359375	49872.55078125	52902.13671875	66514.7578125	58796.21484375	58487.73828125	57700.56640625	50455.33203125	55307.171875	76441.5625	61756.2265625	56593.984375	57202.56640625	57565.53515625	53615.12109375	53781.5703125	72804.4765625	60675.2265625	60575.71875	60071.40625	59158.69140625	51914.50390625	60064.26171875	68955.953125	59015.63671875	79991.46875	60137.5078125	71641.9375	61286.6796875	85037.8515625	59454.9765625	77649.7421875	75717.0078125	62351.71875	65401.1328125	64217.7578125	80571.703125	47675.12109375	98208.984375	49951.90234375	90386.8359375	60010.828125	74484.0390625	60415.390625	73932.171875	73179.3046875	68515.140625	75000.9609375
23515.04	Q12450	ERP4	Protein ERP4	8	endoplasmic reticulum,endoplasmic reticulum-Golgi intermediate compartment,Golgi apparatus,ER to Golgi transport vesicle,endoplasmic reticulum membrane,membrane	protein retention in ER lumen,intracellular protein transport,ER to Golgi vesicle-mediated transport,Golgi organization	molecular_function,protein binding	100	5	5	5	4	5	5	5	5	4	4	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	4	5	5	5	4	5	5	4	5	6	5	6	5	6	5	5	5	5	5	4	6000.44287109375	5660.23681640625	7114.78564453125	9268.021484375	6325.69775390625	6827.7646484375	6921.7353515625	5802.95703125	8553.0478515625	11534.892578125	6669.94482421875	6693.01708984375	6481.58203125	7064.62451171875	6289.01806640625	8883.0400390625	11697.083984375	7139.701171875	6709.43603515625	6336.74267578125	8171.11865234375	5786.34326171875	7951.064453125	9156.1416015625	9385.876953125	9638.8076171875	7848.63037109375	7486.18701171875	8702.7841796875	8925.6103515625	7921.16650390625	9196.001953125	9628.857421875	9360.8818359375	8942.4951171875	8779.033203125	9067.2734375	5548.451171875	10523.650390625	5668.03564453125	10936.46875	7679.7763671875	11568.3115234375	8389.2353515625	11011.7080078125	10940.8994140625	7985.3388671875	11582.87890625
145796.04	Q12451	OSH2	Oxysterol-binding protein homolog 2	58	nuclear envelope,cytosol,plasma membrane,perinuclear endoplasmic reticulum,endoplasmic reticulum,endoplasmic reticulum membrane,cellular bud neck,organelle subcompartment,cortical endoplasmic reticulum,cell periphery	reticulophagy,exocytosis,endocytosis,sterol transport,maintenance of cell polarity,piecemeal microautophagy of nucleus,ER to Golgi ceramide transport	protein binding,lipid binding,sterol binding,Requires Ontology	100	46	49	46	42	48	46	44	49	49	41	48	49	49	51	48	48	40	46	49	50	45	44	52	50	50	47	49	50	50	49	49	46	41	49	47	48	47	48	54	50	51	49	51	50	51	51	47	53	6015.18115234375	5777.4306640625	6349.146484375	6679.08447265625	5589.73583984375	5911.13232421875	5865.92529296875	5799.14990234375	6106.64794921875	6777.009765625	5807.072265625	5954.41552734375	5796.8271484375	5927.65380859375	5418.93994140625	5925.8955078125	6723.75439453125	5866.20263671875	5971.26123046875	5655.33203125	6063.14697265625	6054.58935546875	6176.54296875	6855.28857421875	7233.9912109375	7081.56005859375	6241.77099609375	6844.9833984375	7208.80126953125	7206.7578125	6233.41650390625	7183.40625	6673.99951171875	7273.23193359375	7316.9345703125	7286.3037109375	6749.4052734375	6083.47119140625	7096.7099609375	6192.29052734375	6977.52978515625	6723.5947265625	7766.654296875	6588.52783203125	7707.71240234375	8072.943359375	6193.55615234375	7642.2080078125
